ques_no,subject,chapter_name,section_name,question_text,matched_knowledge_point,status,reason
2NA0822025,生物,人、植物與環境的共存關係,植物調節環境的能力,小雯和其他同學正在討論「植物對空氣品質的影響」，請問誰的觀點是正確的？　(A)小雯：植物行呼吸作用，可降低大氣中二氧化碳的濃度　(B)沛沛：有些植物的葉片可以沾附懸浮微粒，降低大氣中懸浮微粒的濃度　(...,,no_knowledge_points,找不到相關知識點
2NA0822026,生物,人、植物與環境的共存關係,植物調節環境的能力,大氣中的二氧化碳濃度越高，全球暖化的現象就會越嚴重，我們可以做哪些事來減緩全球暖化呢？甲.減少原始森林的砍伐；乙.控管工廠排出的廢氣量；丙.多使用私人交通工具如機車、汽車；丁.多種樹，增加城市的綠覆率...,,no_knowledge_points,找不到相關知識點
2NA0821852,生物,人類與環境,生物多樣性的重要性與危機,小軒在一塊草地上檢測出不少有毒物質，更進一步發現這些有毒物質無法被生物代謝，若生活在該草地中的生物有草、蝗蟲、蟋蟀和雞，試問這些生物體中有毒物質含量最高者為何？　(A)草　(B)蝗蟲　(C)蟋蟀　(D...,生物放大作用,matched,
2NA0821853,生物,人類與環境,生物多樣性的重要性與危機,報載乳製品遭戴奧辛汙染的事件，引起民眾恐慌，已知露天燃燒廢電纜會產生含戴奧辛的氣體，且戴奧辛可溶於脂質中，下列敘述何者正確？　(A)戴奧辛只會累積在草食性動物體內　(B)露天燃燒廢電纜產生的戴奧辛，對...,生物放大作用,matched,
2NA0821854,生物,人類與環境,生物多樣性的重要性與危機,下列有關生態系的敘述，何者正確？　(A)生態系中族群種類雖少，但若個體數多，就容易維持平衡　(B)生態系中族群種類多，每一族群個體數也多，較容易維持平衡　(C)蚊、蠅對人類有害無益，也不影響生態平衡，...,生態系穩定性,matched,
2NA0821855,生物,人類與環境,生物多樣性的重要性與危機,"生物多樣性較低的地區，如高爾夫球場，最可能具有下列哪項特性？　(A)生物個體數量較少　(B)個體間的競爭較小　(C)族群密度較小　(D)較不易維持生態系的穩定。《答案》D",生態系穩定性,matched,
2NA0821856,生物,人類與環境,生物多樣性的重要性與危機,對於生物多樣性的敘述，下列何者正確？　(A)地球上不同的環境中存在著各式各樣、形形色色的生物，稱為生物多樣性　(B)生態系中所存在的生物種類是固定不變的　(C)生態系中，單一種的生物數量越多，代表生物...,生物多樣性,matched,
2NA0821857,生物,人類與環境,生物多樣性的重要性與危機,胖虎在課堂上報告關於物種多樣性的介紹，其中哪一項敘述是錯誤的？　(A)個體數相同的兩個地區，物種越多的區域，生態系越穩定　(B)熱帶雨林與草原生態系比較，熱帶雨林的物種多樣性較高　(C)物種多樣性越高...,生物多樣性,matched,
2NA0821858,生物,人類與環境,生物多樣性的重要性與危機,生物之所以會產生多樣性的可能原因包含下列哪些條件？甲.有性生殖造成生物個體性狀特徵的多樣性；乙.基因突變與天擇共同作用下，產生新物種；丙.棲地環境有不同的組成因子。　(A)甲乙丙　(B)僅甲乙　(C)...,生物多樣性,matched,
2NA0821859,生物,人類與環境,生物多樣性的重要性與危機,大雄提出一份關於生物多樣性的作業，其中哪一項觀點是正確的？　(A)物種的遺傳變異性越大，當環境變動時，其適應能力越差　(B)物種多樣性越高的地區，其生態系越穩定　(C)物種多樣性的高低，與生態環境的狀...,生物多樣性,matched,
2NA0821860,生物,人類與環境,生物多樣性的重要性與危機,下列關於生物多樣性的敘述何者正確？　(A)如果全世界都是熱帶雨林，則地球各層次的生物多樣性皆會大為提高　(B)多利用無性生殖保存特定性狀特徵，就可以保持生物多樣性　(C)物種越多，食物網就越複雜，生態...,生物多樣性,matched,
2NA0821861,生物,人類與環境,生物多樣性的重要性與危機,"已知食物網越複雜，則生態系就越穩定，試問下列哪個地區，如果其中一種生物消失，最容易使該區生態嚴重失調？　(A)熱帶雨林　(B)沙漠　(C)珊瑚礁　(D)溼地。《答案》B詳解：因為生物種類越少則食物...",生態系穩定性,matched,
2NA0821862,生物,人類與環境,生物多樣性的重要性與危機,"將種植單一樹種的人工林與原始林相比較，下列敘述何者正確？　(A)人工林的食物網較複雜　(B)人工林的生產者種類較少　(C)人工林中之生態系較為穩定　(D)原始林環境單純，故生物多樣性較低。《答案》B",生物多樣性,matched,
2NA0821863,生物,人類與環境,生物多樣性的重要性與危機,維持生物多樣性除能保持生態系的穩定外，亦對人類解決食物及醫療等各方面的問題有所幫助。下列何者不是危害生物多樣性的主要因素？　(A)棲地的減少與破壞　(B)外來生物的引入　(C)降低二氧化碳排放量　(D...,生物多樣性,matched,
2NA0821864,生物,人類與環境,生物多樣性的重要性與危機,有關生物多樣性的觀念，下列何者不適當？　(A)任何生物都有其存在的價值　(B)應多引入各地區不同物種以增加當地生態系中的生物多樣性　(C)生物多樣性有利於自然界中物質的循環與能量的流動　(D)生物多樣...,外來種入侵,matched,
2NA0821865,生物,人類與環境,生物多樣性的重要性與危機,"生物多樣性較高的地區，如熱帶雨林，通常具有下列哪項特性？　(A)缺乏消費者　(B)食物網較複雜　(C)族群種類極少　(D)較不易維持生態系的穩定。《答案》B",生物多樣性,matched,
2NA0821866,生物,人類與環境,生物多樣性的重要性與危機,"生物多樣性形成的原因可能為何？　(A)引入外來物種所造成　(B)遺傳物質的組合與各種生活環境長期交互作用的結果　(C)生物保護區的設立　(D)生態系失去平衡的結果。《答案》B",生物多樣性,matched,
2NA0821867,生物,人類與環境,生物多樣性的重要性與危機,地球的永續發展是很重要的，試問下列何種情況中，較容易維持生態的平衡？　(A)生態系中，族群的種類少，但其個體數較多　(B)生態系中，生物種類豐富，環境、氣候都沒有太大的改變　(C)各種生態系由人類加以...,生態平衡,matched,
2NA0821868,生物,人類與環境,生物多樣性的重要性與危機,根據附圖的食物網判斷，下列說法何者正確？　(A)若玉米被噴灑耐久性的殺蟲劑，則會危害各階層生物　(B)玉米產量的多寡不會影響此食物網的平衡　(C)兔的數量銳減，將不影響鳩與蝗蟲的數量　(D)若撲殺鳩，...,,skipped,題目提到圖片相關內容: 圖
2NA0821869,生物,人類與環境,生物多樣性的重要性與危機,"附圖為一溪流生態系的食物網，若溪水遭受到重金屬汙染，且此重金屬物質無法被生物體代謝、排除，則下列生物體內，何者所含的重金屬量可能最高？　(A)水草　(B)昆蟲　(C)魚　(D)白鷺鷥。《答案》D...",,skipped,題目提到圖片相關內容: 圖
2NA0821870,生物,人類與環境,生物多樣性的重要性與危機,若地球持續增溫，可能對地球生態與環境造成下列哪些影響？甲.植物開花時間變得不穩定；乙.海洋中的珊瑚呈白化狀態而逐漸死亡；丙.熱帶地區的寄生蟲擴散到溫帶地區；丁.溫、寒帶動植物往低緯度地區遷徙；戊.照射...,全球氣候變遷,matched,
2NA0821872,生物,人類與環境,生物多樣性的重要性與危機,"附圖為一「池塘生態系」的示意圖，若池水受不能自然分解的殺蟲劑汙染，則哪一個階層的生物，其體內所累積的殺蟲劑量最高？　(A)浮游藻類　(B)草食性小動物　(C)食小魚的魚類　(D)細菌和黴菌。《答案...",,skipped,題目提到圖片相關內容: 圖
2NA0821873,生物,人類與環境,生物多樣性的重要性與危機,"地球上的人口近一世紀暴增了許多，尤其以低開發國家更為嚴重，下列何者不是因為人口過多所衍生的問題？　(A)環境汙染　(B)生物棲地被破壞　(C)資源被大量消耗　(D)地震頻繁。《答案》D詳解：(D)...",環境汙染,matched,
2NA0821874,生物,人類與環境,生物多樣性的重要性與危機,"生物有時不能將來自環境中的毒素分解排出體外，而經由食物鏈累積到較高階層的消費者體內，這種現象稱為何？　(A)生物放大作用　(B)毒素放大作用　(C)汙染放大作用　(D)生物中毒作用。《答案》A",生物放大作用,matched,
2NA0821875,生物,人類與環境,生物多樣性的重要性與危機,下列何者不是由於地球持續增溫，可能對地球生態與環境所造成的影響？　(A)昆蟲化蛹的時間變得不穩定　(B)海洋中的珊瑚呈白化狀態而死亡　(C)熱帶地區的寄生蟲擴散到溫帶地區　(D)過量的紫外線照射造成魚...,全球氣候變遷,matched,
2NA0821876,生物,人類與環境,生物多樣性的重要性與危機,下列關於全球環境問題的敘述，何者正確？　(A)酸雨落入湖泊，造成湖泊優養化　(B)臭氧層被破壞，導致照射到地表的紫外線量減少　(C)由於大氣中二氧化硫濃度增加，導致全球溫度上升　(D)人類大量砍伐雨林...,全球氣候變遷,matched,
2NA0821877,生物,人類與環境,生物多樣性的重要性與危機,造成土壤汙染的原因有很多，下列敘述何者錯誤？　(A)農業施肥與用藥會對土壤造成汙染　(B)空氣汙染產生的酸雨對土壤亦會造成影響　(C)工廠不當排放廢水會間接造成土壤受到汙染　(D)畜牧業所產生的廢水與...,環境汙染,matched,
2NA0821879,生物,人類與環境,生物多樣性的重要性與危機,試問關於人類與環境的關係，下列敘述何者正確？　(A)人類所擁有的科技能力，都對生態環境有害無益　(B)人類大量燃燒煤、石油等燃料的行為，會造成全球暖化　(C)人類破壞生態環境的行為不會影響其他生物和人...,全球氣候變遷,matched,
2NA0821880,生物,人類與環境,生物多樣性的重要性與危機,若一地區的食物網中，甲為初級消費者、乙為次級消費者，丙為三級消費者、丁為生產者，則該地區遭受不能被生物體代謝排除的DDT汙染時，各生物體內DDT累積量多寡的關係為何？　(A)甲＝乙＝丙＝丁　(B)甲＞...,生物放大作用,matched,
2NA0821881,生物,人類與環境,生物多樣性的重要性與危機,"在農田裡大量使用生物體無法分解的殺蟲劑或農藥，這些農藥及殺蟲劑可能經由哪些途徑進入人體？　(A)空氣　(B)食物　(C)水　(D)以上皆有可能。《答案》D詳解：(A)這些汙染源在空氣中可藉由呼吸道...",環境汙染,matched,
2NA0821882,生物,人類與環境,生物多樣性的重要性與危機,以大量生物體難以分解的農藥來消滅農作物上的害蟲，其所造成的結果可能為何？　(A)農藥僅殺死昆蟲，對人類及其他生物無害　(B)可增加農作物生產量，有益無害　(C)農藥進入人體後，可經代謝作用排出，對人體...,生物放大作用,matched,
2NA0821883,生物,人類與環境,生物多樣性的重要性與危機,有關全球氣候變遷對生物或環境所造成之影響的敘述，下列何者錯誤？　(A)原生於熱帶地區的生物擴散到溫帶地區　(B)昆蟲化蛹與植物開花的時間變得不穩定　(C)過量的紫外線照射提高了各地區生物的多樣性　(D...,生物多樣性,matched,
2NA0821884,生物,人類與環境,生物多樣性的重要性與危機,生態學上的「生物放大作用」，所指為何？　(A)生物累積了許多變異後，促成新種的形成　(B)大氣中累積了許多的二氧化碳，造成了溫室效應　(C)生態系中若無分解者，將造成生物遺體的累積　(D)生態系中某些...,生物放大作用,matched,
2NA0821885,生物,人類與環境,生物多樣性的重要性與危機,"下列何者不是因為人口過多而衍生？　(A)環境汙染　(B)生物棲地減少　(C)過度開發　(D)瀕臨絕種的生物復育成功。《答案》D詳解：(D)人口過多會因為人類開發占據其他生物的生存空間或資源，造成許...",棲地破壞,matched,
2NA0821886,生物,人類與環境,生物多樣性的重要性與危機,"空氣汙染是現今政府相當頭痛的問題，試問哪一種空氣汙染物過多會造成溫室效應加劇，使全球暖化情形更加嚴重？　(A)二氧化碳　(B)氧氣　(C)氮氣　(D)氫氣。《答案》A",全球氣候變遷,matched,
2NA0821887,生物,人類與環境,生物多樣性的重要性與危機,"下列何種現象主要不是因地球持續增溫所導致？　(A)魚卵受到過量紫外線照射而產生畸形個體　(B)原有冬眠現象的動物不冬眠了　(C)生物往更高海拔區域遷移　(D)極地冰層融化。《答案》A詳解：(A)過...",環境汙染,matched,
2NA0821888,生物,人類與環境,生物多樣性的重要性與危機,已知某生態系存在一食物鏈：浮游藻類→小魚→大魚→人，若該生態系受到DDT(一種不能分解之有毒殺蟲劑)汙染，則此生態系中的哪一種生物體內累積的DDT量最多？　(A)小魚　(B)浮游藻類　(C)人　(D)...,生物放大作用,matched,
2NA0821889,生物,人類與環境,生物多樣性的重要性與危機,"附圖為某生態系中各生物間的食性關係，其中D為分解者，若當地受到重金屬汙染，則下列四種生物，何者體內的重金屬累積量可能最多？　(A)A　(B)B　(C)C　(D)E。《答案》D詳解：C為次級消費者...",,skipped,題目提到圖片相關內容: 圖為
2NA0821890,生物,人類與環境,生物多樣性的重要性與危機,"附圖為某生態系的食物網，若當地受到重金屬汙染，則下列四種生物，何者體內的重金屬累積量可能最多？　(A)鷹　(B)蛇　(C)蛙　(D)蝗蟲。《答案》A詳解：依生物放大作用，最高階層的消費者(鷹)體...",,skipped,題目提到圖片相關內容: 圖為
2NA0821891,生物,人類與環境,生物多樣性的重要性與危機,"下列何種行為不是造成生物瀕臨絕種的主因？　(A)在山區開發道路　(B)在河流上游興建攔沙壩　(C)擴建港口　(D)維持環境原有的樣貌。《答案》D",棲地破壞,matched,
2NA0821892,生物,人類與環境,生物多樣性的重要性與危機,"下列何者的高度發展，造成過度漁撈的情形？　(A)基因轉殖　(B)生物複製　(C)漁業技術　(D)組織培養。《答案》C詳解：(C)高度發展的漁業技術造成了過度漁撈，使得部分魚類瀕臨絕種。",生態保育,matched,
2NA0821893,生物,人類與環境,生物多樣性的重要性與危機,"附圖為某生態系的食物網，若當地受到鉛汙染，則下列四種生物，何者體內的鉛累積量可能最高？　(A)水稻　(B)蝗蟲　(C)麻雀　(D)鷹。《答案》D詳解：依生物放大作用，最高階層的消費者(鷹)體內的...",,skipped,題目提到圖片相關內容: 圖為
2NA0821894,生物,人類與環境,生物多樣性的重要性與危機,"下列哪一項人類活動不會破壞生態環境？　(A)過度漁撈　(B)道路開發　(C)港口擴建　(D)物種保存。《答案》D",生態保育,matched,
2NA0821895,生物,人類與環境,生物多樣性的重要性與危機,"附圖為某地紅樹林生態系的食物網，若當地受到有毒物質──戴奧辛的汙染，則下列四種生物，何者體內的戴奧辛累積量可能最高？　(A)魚　(B)鷺鷥　(C)蛤　(D)招潮蟹。《答案》B詳解：依生物放大作用...",,skipped,題目提到圖片相關內容: 圖為
2NA0821896,生物,人類與環境,生物多樣性的重要性與危機,"附圖為某生態系的食物網，若當地受到農藥等不可分解的有毒物質汙染，則下列四種生物，何者體內的有毒物質含量可能最少？　(A)蝗蟲　(B)雉雞　(C)蛙　(D)稻米。《答案》D詳解：依生物放大作用判斷...",,skipped,題目提到圖片相關內容: 圖為
2NA0821897,生物,人類與環境,生物多樣性的重要性與危機,"附圖為某生態系的食物網，若當地受到無法分解的重金屬汙染，則下列哪兩種生物體內的重金屬累積量可能較高？　(A)草、牛　(B)兔、蛇　(C)螽斯、蝗蟲　(D)狼、鷹。《答案》D詳解：依生物放大作用，...",,skipped,題目提到圖片相關內容: 圖為
2NA0821898,生物,人類與環境,生物多樣性的重要性與危機,"附圖為某生態系的食物網，若當地受到有毒物質─汞汙染，則下列四種生物，何者體內的汞累積量可能最低？　(A)豹　(B)蛙　(C)鳥　(D)羊。《答案》D詳解：依生物放大作用，最低階層的消費者(羊)體...",,skipped,題目提到圖片相關內容: 圖為
2NA0821900,生物,人類與環境,生物多樣性的重要性與危機,"若人類大量使用化石燃料，會造成下述哪些現象？甲.造成空氣汙染；乙.使大氣中的二氧化碳濃度增加；丙.使溫室效應加劇；丁.形成酸雨。　(A)甲丁　(B)乙丙　(C)乙丙丁　(D)甲乙丙丁。《答案》D",環境汙染,matched,
2NA0821901,生物,人類與環境,生物多樣性的重要性與危機,"附圖為某生態系的食物網，若當地受到生物難以分解的DDT汙染，則下列生物體內的DDT累積量的比較，何者正確？　(A)玉米＞蝗蟲　(B)狐＞苜蓿　(C)橡樹＞山貓　(D)兔＞梟。《答案》B",,skipped,題目提到圖片相關內容: 圖為
2NA0821902,生物,人類與環境,生物多樣性的重要性與危機,"附圖為某生態系的食物網，若當地受到重金屬汙染，則下列四種生物，何者體內的重金屬累積量可能最高？　(A)鳥　(B)藻類　(C)水筆仔　(D)螃蟹。《答案》A詳解：依生物放大作用，最高階層的消費者─...",,skipped,題目提到圖片相關內容: 圖為
2NA0821903,生物,人類與環境,生物多樣性的重要性與危機,"附圖為某生態系的食物網，若當地受到多氯聯苯汙染，則下列四種生物體內，何者的多氯聯苯累積量可能最高？　(A)甲　(B)丁　(C)戊　(D)庚。《答案》B詳解：依生物作用判斷，選項中生物體內汙染物質...",,skipped,題目提到圖片相關內容: 圖為
2NA0821905,生物,人類與環境,生物多樣性的重要性與危機,"下列何種物質容易造成河川、湖泊等水體發生優養化現象？　(A)殺蟲劑　(B)農業肥料　(C)戴奧辛　(D)多氯聯苯。《答案》B詳解：水體優養化主要是因為有過多的養分(主要來自動物排泄物及農業肥料等)...",環境汙染,matched,
2NA0821906,生物,人類與環境,生物多樣性的重要性與危機,"優養化發生時，將不會發生下列何種現象？　(A)水底下植物無法行光合作用　(B)藻類過度繁殖　(C)魚、蝦大量死亡　(D)水中溶氧量大增。《答案》D詳解：(D)水體優養化造成水體溶氧量大幅下降。",環境汙染,matched,
2NA0821907,生物,人類與環境,生物多樣性的重要性與危機,"湖泊發生優養化時，造成生物大量死亡而使生態系統失衡的主因為何？　(A)水中缺乏養分　(B)水生動物過量繁殖　(C)日照過於強烈　(D)水中過度缺氧。《答案》D詳解：水體優養化主要是因為有過多的養分...",環境汙染,matched,
2NA0821908,生物,人類與環境,生物多樣性的重要性與危機,"下述汙染源中，哪些是導致水域優養化的主要元兇？甲.畜牧廢水；乙.垃圾滲水；丙.農業汙水；丁.工業廢水。　(A)僅有甲　(B)僅有乙丁　(C)僅有丙丁　(D)甲、乙、丙。《答案》D詳解：水體優養化主...",環境汙染,matched,
2NA0821909,生物,人類與環境,生物多樣性的重要性與危機,湖泊、河川發生優養化時，水中動、植物會大量死亡，引起生態失衡，其成因與下列何者無關？　(A)垃圾掩埋廠的滲水流入水中　(B)耕種施用的農業肥料流入水中　(C)含有動物排泄物的廢水排入水中　(D)水中的...,環境汙染,matched,
2NA0821910,生物,人類與環境,生物多樣性的重要性與危機,臺灣目前水庫普遍具有優養化的隱憂，使得水質下降。下列何種現象是造成水體中的生物大量死亡的主要原因？　(A)水底的植物大量行光合作用　(B)水中動物大量繁殖而消耗過多氧氣　(C)水中含氧量下降　(D)水...,環境汙染,matched,
2NA0821911,生物,人類與環境,生物多樣性的重要性與危機,"19世紀後，清潔劑逐漸取代了肥皂，但其中所含的何種成分流進河川中，易造成河川優養化？　(A)重金屬　(B)汞　(C)含磷化合物　(D)氟化物。《答案》C詳解：早期的清潔劑中通常含有磷的成分，磷為控...",環境汙染,matched,
2NA0821912,生物,人類與環境,生物多樣性的重要性與危機,"臺灣曾發生的稻田「鎘米」事件，是由於水質受到重金屬汙染所致，試推測其重金屬汙染的來源為下列何者？　(A)工業廢水　(B)農田廢水　(C)養殖廢水　(D)家庭廢水。《答案》A詳解：主要是工業廢水中含...",環境汙染,matched,
2NA0821913,生物,人類與環境,生物多樣性的重要性與危機,"臺灣鱒瀕臨絕種的最主要原因為下列何者？　(A)氣溫下降　(B)棲地遭受破壞　(C)近親交配，環境適應力減低　(D)自然界的天敵大量增加。《答案》B詳解：臺灣鱒生存所需的棲地環境會依魚體成長以及季節...",棲地破壞,matched,
2NA0821914,生物,人類與環境,生物多樣性的重要性與危機,"過去臺灣有許多野生動、植物，目前已逐漸消失，其最主要的原因為何？　(A)颱風太多　(B)物種發生突變　(C)天敵的出現　(D)人為開發破壞環境。《答案》D詳解：臺灣因人為開發、破壞棲地，造成動植物...",棲地破壞,matched,
2NA0821915,生物,人類與環境,生物多樣性的重要性與危機,"據科學家調查研究，到了西元2000年，已有約20萬種物種滅絕，則下列何者不是造成物種加速滅絕的主因？　(A)棲息地被破壞　(B)人類大量採獵　(C)外來種侵入　(D)天敵的掠食。《答案》D詳解：(...",生物多樣性,matched,
2NA0821916,生物,人類與環境,生物多樣性的重要性與危機,福壽螺在民國六十幾年被引進臺灣，後來因不當棄養，進而大量危害農作物與水生生物，使生態系經歷了一次大浩劫，試問為何福壽螺可以在臺灣大量繁殖？　(A)體型壯碩　(B)性情兇猛　(C)在本地沒有天敵　(D)...,外來種入侵,matched,
2NA0821917,生物,人類與環境,生物多樣性的重要性與危機,"下列哪個情形不會造成生態平衡的破壞？　(A)沼澤溼地任憑荒廢　(B)人口過多　(C)高爾夫球場噴灑殺蟲劑保養草坪　(D)引進當地所沒有的外來種動、植物。《答案》A詳解：關於溼地，沒有利用就是最好的...",生態平衡,matched,
2NA0821918,生物,人類與環境,生物多樣性的重要性與危機,有關環境汙染的敘述，下列何者錯誤？　(A)食用種植於受到汙染的土壤上之農作物，對人體影響不大　(B)發生優養化的水域，水中魚蝦會因缺氧而死亡　(C)露天燃燒廢電纜產生的廢氣，會經呼吸系統進入人體並累積...,環境汙染,matched,
2NA0821919,生物,人類與環境,生物多樣性的重要性與危機,關於生物所面臨的危機，下列敘述何者正確？　(A)船隻在各地往返航行時，可能不經意的造成外來生物的遷徙　(B)地球持續暖化使各種生物大量繁殖而產生競爭　(C)漁業技術不發達才會造成過度漁獵　(D)只有人...,外來種入侵,matched,
2NA0821920,生物,人類與環境,生物多樣性的重要性與危機,下列哪一種行為較合乎生態平衡的原則？　(A)臺灣山區雖然常有毒蛇出沒，為求生態平衡，不可濫殺　(B)盡量購買國外的鳥類，當不飼養時，為求生態平衡，可放生至野外　(C)在水源保護區開發觀光果園，是充分利...,生態平衡,matched,
2NA0821921,生物,人類與環境,生物多樣性的重要性與危機,有關生物資源的相關敘述，下列何者正確？　(A)野生動、植物，因其繁殖力強，故可取之不盡　(B)海洋的資源是無限的，人類應高度發展漁業技術，捕獵大量魚類，以解決人類糧食不足的問題　(C)民眾常使用犀牛角...,生物多樣性,matched,
2NA0821922,生物,人類與環境,生物多樣性的重要性與危機,下列有關「外來生物引入」的敘述，何者錯誤？　(A)外來生物可能經由船隻捕撈漁獲時引入　(B)進行生物防治時也有可能造成外來生物的引入　(C)引入外來生物並不會影響生態系中原有生物的交互作用　(D)外來...,外來種入侵,matched,
2NA0821923,生物,人類與環境,生物多樣性的重要性與危機,從國外引進福壽螺和美國螯蝦後，對臺灣的生態環境所造成的影響，下列何者錯誤？　(A)可增加當地的物種數量　(B)成為優勢的水生動物　(C)對原來生活在水田、池塘和河溝中的其他生物造成嚴重威脅　(D)使原...,外來種入侵,matched,
2NA0821924,生物,人類與環境,生物多樣性的重要性與危機,下列何種做法可維持生態平衡？　(A)購買國外進口變色龍當寵物，若不飼養時可帶到野外放生，增加本土的生物種類　(B)山區常有獼猴出沒，偷食果園中的水果，應設法捕捉，以維護農民生計　(C)山區常有毒蛇出沒...,生態平衡,matched,
2NA0821925,生物,人類與環境,生物多樣性的重要性與危機,"下列哪些因素可能會使原有的生物種類降低？甲.棲地的破壞；乙.設立保護區；丙.外來生物的引入；丁.氣候劇變；戊.當地瀕臨絕種生物的復育。　(A)僅甲丁　(B)僅乙戊　(C)僅甲丙丁　(D)僅乙丙戊。《...",生物多樣性,matched,
2NA0821926,生物,人類與環境,生物多樣性的重要性與危機,新聞報導：「科學家研究利用甲烷作為新能源，粗估其燃燒所排放的二氧化碳約為燃油或燃煤的一半。」試問以甲烷代替石油或煤作為燃料，對改善下列何種問題最有幫助？　(A)人口膨脹　(B)化石燃料的使用　(C)水...,全球氣候變遷,matched,
2NA0821927,生物,人類與環境,生物多樣性的重要性與危機,"附圖為世界人口的成長曲線，試問下列哪一時期，人類消耗的環境資源及所製造的汙染問題將最為可觀？　(A)狩獵時期　(B)農耕時期　(C)工業時期　(D)各時期皆相同。《答案》C",,skipped,題目提到圖片相關內容: 圖為
2NA0821928,生物,人類與環境,生物多樣性的重要性與危機,附圖是臺灣地區人口成長圖，由此圖判斷下列敘述何者錯誤？　(A)民國64年到74年間的人口成長量較民國74年到84年間多　(B)民國84年時，臺灣人口已突破2000萬　(C)民國29年之前，臺灣人口所消...,,skipped,題目提到圖片相關內容: 附圖
2NA0821929,生物,人類與環境,生物多樣性的重要性與危機,"當人口過多時，會發生下列哪些現象？甲.資源消耗量增加；乙.空氣新鮮；丙.生活環境品質提升；丁.森林濫墾情形改善；戊.垃圾汙染日益嚴重。　(A)僅甲戊　(B)僅甲丙戊　(C)僅甲乙丁　(D)僅乙丙丁。...",環境汙染,matched,
2NA0821930,生物,人類與環境,生物多樣性的重要性與危機,"設甲為汙染，乙為人口，丙為資源，則三者隨時間變化而增減的關係應如下列哪一圖形？(A)　(B)　(C)　(D)《答案》A",環境汙染,matched,
2NA0821932,生物,人類與環境,生物多樣性的重要性與危機,附圖是臺灣地區的人口成長曲線圖。請根據附圖，回答下列問題：(　)(1)從民國9年到民國89年，臺灣地區人口約成長多少萬人？　(A)1000萬　(B)1300萬　(C)2000萬　(D)2500萬。...,,skipped,題目提到圖片相關內容: 附圖
