關卡編號,年級,冊數,章節編號,章節名稱,小節編號,小節名稱,知識點,關卡名稱,level_id
207,12,選修五,2,有機化合物的製備與反應,1,碳氫化合物,氧化反應、聚合反應、有機化合物的辨識與實驗測試方法,碳氫化合物-3,489
208,12,選修五,2,有機化合物的製備與反應,2,有機鹵化物,有機鹵化物的命名與分類、有機鹵化物的取代反應、脫去反應,有機鹵化物-1,490
209,12,選修五,2,有機化合物的製備與反應,2,有機鹵化物,有機鹵化物的加成反應、有機鹵化物的聚合反應,有機鹵化物-2,491
210,12,選修五,2,有機化合物的製備與反應,2,有機鹵化物,有機鹵化物的製備與用途、環境與健康影響,有機鹵化物-3,492
211,12,選修五,2,有機化合物的製備與反應,3,醇、酚、醚,醇類結構與分類、酚的性質與反應、醚的性質與製備,醇、酚、醚-1,493
212,12,選修五,2,有機化合物的製備與反應,3,醇、酚、醚,醇的氧化反應、醇酚醚的同分異構與官能基、醇酚醚之鑑別方法,醇、酚、醚-2,494
213,12,選修五,2,有機化合物的製備與反應,4,醛與酮,醛與酮的官能基、銀鏡反應、多侖試劑,醛與酮-1,495
214,12,選修五,2,有機化合物的製備與反應,4,醛與酮,斐林試液、醛酮的氧化還原反應,醛與酮-2,496
215,12,選修五,2,有機化合物的製備與反應,4,醛與酮,醛酮的製備與鑑別、醛酮的物理性質與用途,醛與酮-3,497
216,12,選修五,2,有機化合物的製備與反應,5,酸與酯,羧酸的性質與分類、酯的命名與結構、酯化與水解反應,酸與酯-1,498
217,12,選修五,2,有機化合物的製備與反應,5,酸與酯,油脂的組成與皂化、酯類的香味與用途、脂肪酸的不飽和性與氫化反應,酸與酯-2,499
218,12,選修五,2,有機化合物的製備與反應,6,胺與醯胺,胺與醯胺的結構與分類、胺與醯胺的酸鹼性與溶解度、分子間氫鍵對沸點與熔點的影響,胺與醯胺-1,500
219,12,選修五,2,有機化合物的製備與反應,6,胺與醯胺,胺與酸或醯基化合物的反應、水解反應產物,胺與醯胺-2,501
220,12,選修五,2,有機化合物的製備與反應,0,章節總複習,章節所有知識點,有機化合物的製備與反應 （全）-1,502
221,12,選修五,2,有機化合物的製備與反應,0,章節總複習,章節所有知識點,有機化合物的製備與反應 （全）-2,503
222,12,選修五,3,聚合物,1,常見聚合物的分類與性質,聚合物的分類、加成聚合、縮合聚合,常見聚合物的分類與性質-1,504
223,12,選修五,3,聚合物,1,常見聚合物的分類與性質,聚合物的單體結構、天然與合成聚合物、熱塑性與熱固性塑膠,常見聚合物的分類與性質-2,505
224,12,選修五,3,聚合物,1,常見聚合物的分類與性質,聚合度與平均分子量、聚合物的官能基與物理性質,常見聚合物的分類與性質-3,506
225,12,選修五,3,聚合物,2,常見聚合物的結構與製備,蛋白質與核酸的構造、聚合物的官能基與鍵結,常見聚合物的結構與製備-1,507
