year_grade,book,chapter_num,chapter_name,section_num,section_name
9,4,1,地理：區域特色,601,漠南非洲的發展與挑戰漠南非洲的經濟發展面臨哪些問題？
9,4,1,地理：區域特色,602,漠南非洲的發展與挑戰如何改善漠南非洲居民的生活？
9,4,2,歷史：中國與東亞(下),101,中華民國的早期發展中華民國的建立
9,4,2,歷史：中國與東亞(下),102,中華民國的早期發展北京政府的政局發展
9,4,2,歷史：中國與東亞(下),103,中華民國的早期發展國共的合作與決裂
9,4,2,歷史：中國與東亞(下),201,舊傳統與新思潮新文化運動
9,4,2,歷史：中國與東亞(下),202,舊傳統與新思潮五四運動
9,4,2,歷史：中國與東亞(下),203,舊傳統與新思潮對傳統社會的衝擊
9,4,2,歷史：中國與東亞(下),301,現代國家的挑戰國民政府的內政
9,4,2,歷史：中國與東亞(下),302,現代國家的挑戰中日危機的加深
9,4,2,歷史：中國與東亞(下),401,中華人民共和國的建立國共內戰
9,4,2,歷史：中國與東亞(下),402,中華人民共和國的建立中華人民共和國初期的發展
9,4,2,歷史：中國與東亞(下),403,中華人民共和國的建立文化大革命
9,4,2,歷史：中國與東亞(下),501,中共改革開放後的政經發展改革開放與六四事件
9,4,2,歷史：中國與東亞(下),502,中共改革開放後的政經發展一九九○年代以後中國大陸的發展
9,4,2,歷史：中國與東亞(下),601,當代東亞與東南亞的發展冷戰時期的東亞局勢
9,4,2,歷史：中國與東亞(下),602,當代東亞與東南亞的發展東南亞地區國際組織的發展
9,4,3,公民與社會：公民權利的保障與規範,101,法律與人權法律為什麼存在位階關係？
9,4,3,公民與社會：公民權利的保障與規範,102,法律與人權憲法保障哪些基本權利？
9,4,3,公民與社會：公民權利的保障與規範,103,法律與人權為什麼憲法是人民權利的保障書？
9,4,3,公民與社會：公民權利的保障與規範,201,生活中的民事規範契約如何訂定才能生效？
9,4,3,公民與社會：公民權利的保障與規範,202,生活中的民事規範行為能力與契約效力有何關係？
9,4,3,公民與社會：公民權利的保障與規範,203,生活中的民事規範違反民法規定須負什麼法律責任？
9,4,3,公民與社會：公民權利的保障與規範,301,犯罪與刑罰國家為什麼要制定刑法？
9,4,3,公民與社會：公民權利的保障與規範,302,犯罪與刑罰如何避免國家濫用刑罰權？
9,4,3,公民與社會：公民權利的保障與規範,303,犯罪與刑罰刑罰的目的與制裁方式為何？
9,4,3,公民與社會：公民權利的保障與規範,401,民事與刑事紛爭的解決發生民事紛爭時該如何處理？
9,4,3,公民與社會：公民權利的保障與規範,402,民事與刑事紛爭的解決犯罪追訴和處罰過程為何？
9,4,3,公民與社會：公民權利的保障與規範,501,政府與人民在行政法的角色？為什麼行政法與日常生活息息相關？
9,4,3,公民與社會：公民權利的保障與規範,502,政府與人民在行政法的角色？行政管制的內容與依法行政的原因為何？
9,4,3,公民與社會：公民權利的保障與規範,503,政府與人民在行政法的角色？行政救濟的意義和途徑為何？
9,4,3,公民與社會：公民權利的保障與規範,601,法律對兒童及少年的保障與規範兒童及少年為何應具備重要法律知識？
9,4,3,公民與社會：公民權利的保障與規範,602,法律對兒童及少年的保障與規範我國有哪些保護兒童及少年的法律措施？
9,4,3,公民與社會：公民權利的保障與規範,603,法律對兒童及少年的保障與規範少年觸法行為有哪些保護措施？
9,53,1,地理：區域特色,100,中國的自然環境與傳統維生方式
9,53,1,地理：區域特色,200,中國的人口成長與文化遷移
9,53,1,地理：區域特色,300,中國的工業發展與地區差異
9,53,1,地理：區域特色,400,中國的經濟發展與全球關連
9,53,1,地理：區域特色,500,東北亞的自然環境
9,53,1,地理：區域特色,600,東北亞的經濟發展
9,53,2,歷史：中國與東亞(上),100,商周至隋唐的國家與社會
9,53,2,歷史：中國與東亞(上),200,商周至隋唐的民族與文化
9,53,2,歷史：中國與東亞(上),300,宋元時期的民族互動
9,53,2,歷史：中國與東亞(上),400,明清帝國與天朝體制
9,53,2,歷史：中國與東亞(上),500,西力衝擊下的晚清變革
9,53,2,歷史：中國與東亞(上),600,晚清的社會文化變遷
9,53,3,公民與社會：民主國家的公民參與,100,國家與民主政治
9,53,3,公民與社會：民主國家的公民參與,200,政府與權力分立
9,53,3,公民與社會：民主國家的公民參與,300,我國的中央政府
9,53,3,公民與社會：民主國家的公民參與,400,我國的地方政府
9,53,3,公民與社會：民主國家的公民參與,500,民主國家中的公共意見
9,53,3,公民與社會：民主國家的公民參與,600,民主社會的政治參與及投票
9,54,1,地理：區域特色,100,東南亞
9,54,1,地理：區域特色,200,南亞
9,54,1,地理：區域特色,300,西亞與北非的自然環境與文化
9,54,1,地理：區域特色,400,動盪的西亞與北非
9,54,1,地理：區域特色,500,漠南非洲的自然環境與傳統文化
9,54,1,地理：區域特色,600,漠南非洲的發展與挑戰
9,54,2,歷史：中國與東亞(下),100,中華民國的早期發展
9,54,2,歷史：中國與東亞(下),200,舊傳統與新思潮
9,54,2,歷史：中國與東亞(下),300,現代國家的挑戰
9,54,2,歷史：中國與東亞(下),400,中華人民共和國的建立
9,54,2,歷史：中國與東亞(下),500,中共改革開放後的政經發展
9,54,2,歷史：中國與東亞(下),600,當代東亞與東南亞的發展
9,54,3,公民與社會：公民權利的保障與規範,100,法律與人權
9,54,3,公民與社會：公民權利的保障與規範,200,生活中的民事規範
9,54,3,公民與社會：公民權利的保障與規範,300,犯罪與刑罰
9,54,3,公民與社會：公民權利的保障與規範,400,民事與刑事紛爭的解決
9,54,3,公民與社會：公民權利的保障與規範,500,政府與人民在行政法的角色
9,54,3,公民與社會：公民權利的保障與規範,600,法律對兒童及少年的保障與規範
10,5,1,地理：區域特色,201,漠南非洲的發展與挑戰不公平的貿易制度是如何產生的？
10,5,1,地理：區域特色,202,漠南非洲的發展與挑戰漠南非洲的居民在生活中面臨哪些問題？
10,5,1,地理：區域特色,203,漠南非洲的發展與挑戰漠南非洲各國如何改善居民的生活？
10,5,1,地理：區域特色,301,歐洲(一)歐洲的自然環境有何特色？
10,5,1,地理：區域特色,302,歐洲(一)歐洲國家的產業發達嗎？
10,5,1,地理：區域特色,303,歐洲(一)歐洲如何吸引眾多觀光客？
10,5,1,地理：區域特色,401,歐洲(二)與俄羅斯歐洲國家為什麼要組成歐盟？
10,5,1,地理：區域特色,402,歐洲(二)與俄羅斯面積廣大的俄羅斯全境都適合居住嗎？
10,5,1,地理：區域特色,403,歐洲(二)與俄羅斯天寒地凍的俄羅斯如何發展經濟？
10,5,1,地理：區域特色,501,北美洲北美洲的自然環境有什麼優勢？
10,5,1,地理：區域特色,502,北美洲北美洲的多元文化如何形塑而成？
10,5,1,地理：區域特色,503,北美洲北美洲如何成為世界經濟最發達的地區？
10,5,1,地理：區域特色,601,中南美洲中南美洲的自然環境有何特徵？
10,5,1,地理：區域特色,602,中南美洲由多種民族混居的社會是如何形成的？
10,5,1,地理：區域特色,603,中南美洲南美洲國家為何要開發熱帶雨林？
10,5,2,歷史：世界史的發展歷程(上),101,西亞與埃及的古代文化西亞古文化
10,5,2,歷史：世界史的發展歷程(上),102,西亞與埃及的古代文化埃及古文化
10,5,2,歷史：世界史的發展歷程(上),201,古希臘與古羅馬的政治及文化希臘的政治與文化
10,5,2,歷史：世界史的發展歷程(上),202,古希臘與古羅馬的政治及文化羅馬的政治與文化
10,5,2,歷史：世界史的發展歷程(上),301,普世宗教的起源與發展佛教的起源與發展
10,5,2,歷史：世界史的發展歷程(上),302,普世宗教的起源與發展基督教的起源與發展
10,5,2,歷史：世界史的發展歷程(上),303,普世宗教的起源與發展伊斯蘭教的起源與發展
10,5,2,歷史：世界史的發展歷程(上),401,近代歐洲的興起文藝復興
10,5,2,歷史：世界史的發展歷程(上),402,近代歐洲的興起宗教改革
10,5,2,歷史：世界史的發展歷程(上),501,多元世界的互動近代歐洲的海外擴張
10,5,2,歷史：世界史的發展歷程(上),502,多元世界的互動美洲、澳洲的政治與文化
10,5,2,歷史：世界史的發展歷程(上),503,多元世界的互動近代東南亞與南亞
10,5,2,歷史：世界史的發展歷程(上),601,理性思維的開展科學革命
10,5,2,歷史：世界史的發展歷程(上),602,理性思維的開展啟蒙運動
10,5,3,公民與社會：生活中的資源配置,101,生活中處處要做選擇為何生活中處處須做選擇？
10,5,3,公民與社會：生活中的資源配置,102,生活中處處要做選擇如何應用機會成本來做選擇？
10,5,3,公民與社會：生活中的資源配置,103,生活中處處要做選擇誘因如何影響我們的選擇？
10,5,3,公民與社會：生活中的資源配置,201,如何分配有限的資源不同的資源分配方法有何優缺點？
10,5,3,公民與社會：生活中的資源配置,202,如何分配有限的資源價格如何影響消費者的資源分配？
10,5,3,公民與社會：生活中的資源配置,203,如何分配有限的資源價格如何影響生產者的資源分配？
10,5,3,公民與社會：生活中的資源配置,301,廠商競爭對市場的影響廠商生產產品時考量什麼？
10,5,3,公民與社會：生活中的資源配置,302,廠商競爭對市場的影響廠商的競爭方式有哪些？
10,5,3,公民與社會：生活中的資源配置,303,廠商競爭對市場的影響廠商間的競爭對消費者有何影響？
10,5,3,公民與社會：生活中的資源配置,401,貨幣與支付方式的演進貨幣為什麼會出現？
10,5,3,公民與社會：生活中的資源配置,402,貨幣與支付方式的演進市場上還有哪些常見的支付方式？
10,5,3,公民與社會：生活中的資源配置,403,貨幣與支付方式的演進國際貿易最常見的支付工具是什麼？
10,5,3,公民與社會：生活中的資源配置,501,經濟生活中的民事規範經濟活動與契約有何關係？
10,5,3,公民與社會：生活中的資源配置,502,經濟生活中的民事規範契約如何訂定才能生效？
10,5,3,公民與社會：生活中的資源配置,503,經濟生活中的民事規範行為能力與契約效力有何關係？
10,5,3,公民與社會：生活中的資源配置,504,經濟生活中的民事規範違反民法規定須負什麼法律責任？
10,5,3,公民與社會：生活中的資源配置,601,民事紛爭的權利救濟途徑發生民事紛爭時該如何處理？
10,5,3,公民與社會：生活中的資源配置,602,民事紛爭的權利救濟途徑如何透過訴訟外途徑解決民事紛爭？
10,5,3,公民與社會：生活中的資源配置,603,民事紛爭的權利救濟途徑如何透過訴訟解決民事紛爭？
10,55,1,地理：區域特色,300,歐洲(一)
10,55,1,地理：區域特色,400,歐洲(二)與俄羅斯
10,55,1,地理：區域特色,500,北美洲
10,55,1,地理：區域特色,600,中南美洲
10,55,2,歷史：世界史的發展歷程(上),100,西亞與埃及的古代文化
10,55,2,歷史：世界史的發展歷程(上),200,古希臘與古羅馬的政治及文化
10,55,2,歷史：世界史的發展歷程(上),300,普世宗教的起源與發展
10,55,2,歷史：世界史的發展歷程(上),400,近代歐洲的興起
10,55,2,歷史：世界史的發展歷程(上),500,多元世界的互動
10,55,2,歷史：世界史的發展歷程(上),600,理性思維的開展
10,55,3,公民與社會：生活中的資源配置,100,生活中處處要做選擇
10,55,3,公民與社會：生活中的資源配置,200,如何分配有限的資源
10,55,3,公民與社會：生活中的資源配置,300,廠商競爭對市場的影響
10,55,3,公民與社會：生活中的資源配置,400,貨幣與支付方式的演進
10,55,3,公民與社會：生活中的資源配置,500,經濟生活中的民事規範
10,55,3,公民與社會：生活中的資源配置,600,民事紛爭的權利救濟途徑
8,2,2,歷史：臺灣的歷史(下),101,日治時期的統治殖民統治體制的建立
8,2,2,歷史：臺灣的歷史(下),102,日治時期的統治「理藩」政策與霧社事件
8,2,2,歷史：臺灣的歷史(下),201,日治時期的經濟發展基礎建設
8,2,2,歷史：臺灣的歷史(下),202,日治時期的經濟發展工業日本，農業臺灣
8,2,2,歷史：臺灣的歷史(下),203,日治時期的經濟發展工業臺灣，農業南洋
8,2,2,歷史：臺灣的歷史(下),301,日治時期的社會與文化差別待遇的殖民教育
8,2,2,歷史：臺灣的歷史(下),302,日治時期的社會與文化文化啟蒙與政治社會運動
8,2,2,歷史：臺灣的歷史(下),303,日治時期的社會與文化社會文化的變革與調適
8,2,2,歷史：臺灣的歷史(下),401,戰後臺灣的政治變遷二二八事件
8,2,2,歷史：臺灣的歷史(下),402,戰後臺灣的政治變遷戒嚴體制與白色恐怖
8,2,2,歷史：臺灣的歷史(下),403,戰後臺灣的政治變遷民主化的歷程
8,52,3,公民與社會：公民的社會參與,100,社會生活中的公民德性
8,52,3,公民與社會：公民的社會參與,200,團體參與中的志願結社
8,52,3,公民與社會：公民的社會參與,300,社會文化中的多元尊重
8,52,3,公民與社會：公民的社會參與,400,社會互動中的社會規範
8,52,3,公民與社會：公民的社會參與,500,社會變遷中的公平正義
8,52,3,公民與社會：公民的社會參與,600,社會福利中的國家責任
10,56,1,地理：地理議題,100,臺灣的地名起源
10,56,1,地理：地理議題,200,臺灣行政區名的由來與變遷
10,56,1,地理：地理議題,300,臺灣的農業與食品生產
10,56,1,地理：地理議題,400,臺灣的食物產銷與食品安全
10,56,2,歷史：世界史的發展歷程(下),100,近代以來的民主浪潮與社會變革
10,56,2,歷史：世界史的發展歷程(下),200,從民族主義到帝國主義
10,56,2,歷史：世界史的發展歷程(下),300,第一次世界大戰與極權政治
10,56,2,歷史：世界史的發展歷程(下),400,第二次世界大戰與戰後世界
10,56,3,公民與社會：全球社會的公民,100,全球化的地球村
10,56,3,公民與社會：全球社會的公民,200,日常生活中的分工與交易
10,56,3,公民與社會：全球社會的公民,300,生活中的勞動參與
10,56,3,公民與社會：全球社會的公民,400,國際社會的參與
10,6,1,地理：地理議題,101,臺灣的地名起源為什麼要認識地名？
10,6,1,地理：地理議題,102,臺灣的地名起源聚落地名的命名與周圍環境有什麼關係？
10,6,1,地理：地理議題,103,臺灣的地名起源臺灣的地名可以望文生義嗎？
10,6,1,地理：地理議題,201,臺灣行政區名的由來與變遷縣市名稱的命名依據是什麼？
10,6,1,地理：地理議題,202,臺灣行政區名的由來與變遷鄉鎮市區又是如何命名呢？
10,6,1,地理：地理議題,301,臺灣的農業與食品生產現在吃的東西，跟以前有什麼不同？
10,6,1,地理：地理議題,302,臺灣的農業與食品生產臺灣的農業經營有何特徵？
10,6,1,地理：地理議題,401,臺灣的食物產銷與食品安全食物如何運送至消費者手中？
10,6,1,地理：地理議題,402,臺灣的食物產銷與食品安全如何吃得更安全？
10,6,2,歷史：世界史的發展歷程(下),101,近代以來的民主浪潮與社會變革美國獨立
10,6,2,歷史：世界史的發展歷程(下),102,近代以來的民主浪潮與社會變革法國大革命與維也納會議
10,6,2,歷史：世界史的發展歷程(下),103,近代以來的民主浪潮與社會變革工業革命
10,6,2,歷史：世界史的發展歷程(下),201,從民族主義到帝國主義民族主義與新興民族國家
10,6,2,歷史：世界史的發展歷程(下),202,從民族主義到帝國主義帝國主義的擴張
10,6,2,歷史：世界史的發展歷程(下),301,第一次世界大戰與極權政治第一次世界大戰
10,6,2,歷史：世界史的發展歷程(下),302,第一次世界大戰與極權政治戰間期的政經局勢發展
10,6,2,歷史：世界史的發展歷程(下),401,第二次世界大戰與戰後世界第二次世界大戰
8,2,2,歷史：臺灣的歷史(下),404,戰後臺灣的政治變遷國家政策下的原住民族
8,2,2,歷史：臺灣的歷史(下),501,戰後臺灣的兩岸關係與外交兩岸關係的演變
8,2,2,歷史：臺灣的歷史(下),502,戰後臺灣的兩岸關係與外交政府遷臺後的對外關係
8,2,2,歷史：臺灣的歷史(下),601,戰後臺灣的經濟與社會發展經濟變遷
8,2,2,歷史：臺灣的歷史(下),602,戰後臺灣的經濟與社會發展文化與社會的演變
8,2,3,公民與社會：公民的社會參與,101,社會生活中的公民德性如何融入社會生活？
8,2,3,公民與社會：公民的社會參與,102,社會生活中的公民德性為何應參與公共事務？
8,2,3,公民與社會：公民的社會參與,103,社會生活中的公民德性社會成員應如何扮演好其角色？
8,2,3,公民與社會：公民的社會參與,201,團體參與中的志願結社為什麼要參與團體？
8,2,3,公民與社會：公民的社會參與,202,團體參與中的志願結社什麼是志願結社？
8,2,3,公民與社會：公民的社會參與,203,團體參與中的志願結社志願結社對公共生活有何影響？
8,2,3,公民與社會：公民的社會參與,301,社會文化中的多元尊重什麼是文化？
8,2,3,公民與社會：公民的社會參與,302,社會文化中的多元尊重文化不平等如何形成？
8,2,3,公民與社會：公民的社會參與,303,社會文化中的多元尊重如何營造多元文化的社會？
