關卡編號,年級,冊數,章節編號,章節名稱,小節編號,小節名稱,知識點,關卡名稱,level_id
29,8,2,1,二元一次聯立方程式,1,二元一次方程式,二元一次方程式建立、二元一次方程式解的判斷與個數,二元一次方程式-2,1536
30,8,2,1,二元一次聯立方程式,2,解二元一次聯立方程式,二元一次聯立方程式、列式與應用問題、解的定義與驗證,解二元一次聯立方程式-1,1537
31,8,2,1,二元一次聯立方程式,2,解二元一次聯立方程式,代數消去法、複雜形式方程式求解、方程式係數問題,解二元一次聯立方程式-2,1538
32,8,2,1,二元一次聯立方程式,3,應用問題,應用問題、計價問題、數量統計,應用問題-1,1539
33,8,2,1,二元一次聯立方程式,3,應用問題,相對關係、混合濃度,應用問題-2,1540
34,8,2,1,二元一次聯立方程式,0,章節總複習,章節所有知識點,二元一次聯立方程式 （全）-1,1541
35,8,2,1,二元一次聯立方程式,0,章節總複習,章節所有知識點,二元一次聯立方程式 （全）-2,1542
36,8,2,2,直角坐標與二元一次方程式的圖形,1,直角坐標平面,坐標點識別、點的坐標變換,直角坐標平面-1,1543
37,8,2,2,直角坐標與二元一次方程式的圖形,1,直角坐標平面,坐標運算、坐標平面幾何,直角坐標平面-2,1544
38,8,2,2,直角坐標與二元一次方程式的圖形,2,二元一次方程式的圖形,點與直線關係、直線方程式類型與表示、由點求直線方程式,二元一次方程式的圖形-1,1545
39,8,2,2,直角坐標與二元一次方程式的圖形,2,二元一次方程式的圖形,直線交點與聯立方程式、直線圖形性質、直線與坐標軸所圍面積,二元一次方程式的圖形-2,1546
40,8,2,2,直角坐標與二元一次方程式的圖形,0,章節總複習,章節所有知識點,直角坐標與二元一次方程式的圖形 （全）-1,1547
41,8,2,2,直角坐標與二元一次方程式的圖形,0,章節總複習,章節所有知識點,直角坐標與二元一次方程式的圖形 （全）-2,1548
42,8,2,3,比與比例式,1,比例式,比與比值、比例式求解、混合溶液濃度,比例式-1,1549
43,8,2,3,比與比例式,1,比例式,比例尺換算、數量變化與分配、幾何圖形比例,比例式-2,1550
44,8,2,3,比與比例式,2,正比與反比,正比、反比,正比與反比-1,1551
45,8,2,3,比與比例式,2,正比與反比,變數比例關係、比例應用,正比與反比-2,1552
46,8,2,3,比與比例式,0,章節總複習,章節所有知識點,比與比例式 （全）-1,1553
47,8,2,3,比與比例式,0,章節總複習,章節所有知識點,比與比例式 （全）-2,1554
48,8,2,4,一元一次不等式,1,認識一元一次不等式,不等式概念、不等式列式,認識一元一次不等式-1,1555
49,8,2,4,一元一次不等式,1,認識一元一次不等式,不等式解的判斷、不等式數線圖示,認識一元一次不等式-2,1556
50,8,2,4,一元一次不等式,2,解一元一次不等式,一元一次不等式求解、不等式基本運算性質、一元一次不等式應用,解一元一次不等式,1557
51,8,2,4,一元一次不等式,0,章節總複習,章節所有知識點,一元一次不等式 （全）-1,1558
52,8,2,4,一元一次不等式,0,章節總複習,章節所有知識點,一元一次不等式 （全）-2,1559
53,8,2,5,統計,1,統計圖表與資料分析,統計圖表種類、數據判讀與比較、百分率計算,統計圖表與資料分析-1,1560
54,8,2,5,統計,1,統計圖表與資料分析,算術平均數、中位數,統計圖表與資料分析-2,1561
55,8,2,5,統計,1,統計圖表與資料分析,眾數、次數分配,統計圖表與資料分析-3,1562
56,8,2,5,統計,0,章節總複習,章節所有知識點,統計 （全）-1,1563
57,8,2,5,統計,0,章節總複習,章節所有知識點,統計 （全）-2,1564
58,8,2,6,生活中的幾何,1,垂直、線對稱與三視圖,點線關係、線段與中點、角與垂直,垂直、線對稱與三視圖-1,1565
59,8,2,6,生活中的幾何,1,垂直、線對稱與三視圖,線對稱圖形特性、三視圖,垂直、線對稱與三視圖-2,1566
60,8,2,6,生活中的幾何,0,章節總複習,章節所有知識點,生活中的幾何 （全）-1,1567
61,8,2,6,生活中的幾何,0,章節總複習,章節所有知識點,生活中的幾何 （全）-2,1568
62,9,3,1,乘法公式與多項式,1,乘法公式,和的平方、差的平方、平方差,乘法公式-1,1569
63,9,3,1,乘法公式與多項式,1,乘法公式,多項式乘法、數值簡化計算,乘法公式-2,1570
64,9,3,1,乘法公式與多項式,2,多項式與其加減運算,多項式定義與識別、多項式次數、多項式係數與常數項,多項式與其加減運算-1,1571
65,9,3,1,乘法公式與多項式,2,多項式與其加減運算,多項式加減運算、多項式排列與同類項合併,多項式與其加減運算-2,1572
66,9,3,1,乘法公式與多項式,3,多項式的乘除運算,多項式概念、多項式運算、多項式乘法公式,多項式的乘除運算-1,1573
67,9,3,1,乘法公式與多項式,3,多項式的乘除運算,餘式定理、多項式應用,多項式的乘除運算-2,1574
68,9,3,1,乘法公式與多項式,0,章節總複習,章節所有知識點,乘法公式與多項式 （全）-1,1575
69,9,3,1,乘法公式與多項式,0,章節總複習,章節所有知識點,乘法公式與多項式 （全）-2,1576
70,9,3,2,平方根與畢氏定理,1,平方根與近似值,平方根定義、完全平方數判斷,平方根與近似值-1,1577
71,9,3,2,平方根與畢氏定理,1,平方根與近似值,平方根計算與化簡、平方根數值估計與比較,平方根與近似值-2,1578
72,9,3,2,平方根與畢氏定理,2,根式的運算,平方根基本運算、根式有理化、根式乘法公式,根式的運算-1,1579
73,9,3,2,平方根與畢氏定理,2,根式的運算,根式性質與絕對值、根式大小比較、根式應用問題,根式的運算-2,1580
74,9,3,2,平方根與畢氏定理,3,畢氏定理,畢氏定理、直角三角形邊長計算、坐標平面距離,畢氏定理,1581
75,9,3,2,平方根與畢氏定理,0,章節總複習,章節所有知識點,平方根與畢氏定理 （全）-1,1582
76,9,3,2,平方根與畢氏定理,0,章節總複習,章節所有知識點,平方根與畢氏定理 （全）-2,1583
77,9,3,3,因式分解,1,利用提公因式與乘法公式做因式分解,多項式因倍關係、多項式除法、因式分解,利用提公因式與乘法公式做因式分解-1,1584
78,9,3,3,因式分解,1,利用提公因式與乘法公式做因式分解,提出公因式、乘法公式因式分解、多項式公因式,利用提公因式與乘法公式做因式分解-2,1585
79,9,3,3,因式分解,2,利用十字交乘法做因式分解,二次多項式因式分解、十字交乘法、多項式因式倍式關係,利用十字交乘法做因式分解-1,1586
80,9,3,3,因式分解,2,利用十字交乘法做因式分解,代數式計算求值、未知係數求解,利用十字交乘法做因式分解-2,1587
81,9,3,3,因式分解,2,利用十字交乘法做因式分解,變數代換法、分組分解法,利用十字交乘法做因式分解-3,1588
82,9,3,3,因式分解,0,章節總複習,章節所有知識點,因式分解 （全）-1,1589
83,9,3,3,因式分解,0,章節總複習,章節所有知識點,因式分解 （全）-2,1590
84,9,3,4,一元二次方程式,1,因式分解解一元二次方程式,一元二次方程式判斷、一元二次方程式解法、根與係數關係應用,因式分解解一元二次方程式,1591
85,9,3,4,一元二次方程式,2,配方法與公式解,直接開平方法、配方法、公式解,配方法與公式解-1,1592
86,9,3,4,一元二次方程式,2,配方法與公式解,判別式、根與係數關係、完全平方式,配方法與公式解-2,1593
87,9,3,4,一元二次方程式,3,應用問題,二元一次聯立方程式、價格與成本計算、濃度與比例應用,應用問題-1,1594
88,9,3,4,一元二次方程式,3,應用問題,幾何圖形性質、運動學問題,應用問題-2,1595
89,9,3,4,一元二次方程式,3,應用問題,統計與數據分析、年齡與數論問題,應用問題-3,1596
90,9,3,4,一元二次方程式,0,章節總複習,章節所有知識點,一元二次方程式 （全）-1,1597
91,9,3,4,一元二次方程式,0,章節總複習,章節所有知識點,一元二次方程式 （全）-2,1598
92,9,3,5,統計資料處理,1,資料整理與統計圖表,次數分配表、累積次數、相對次數,資料整理與統計圖表-1,1599
93,9,3,5,統計資料處理,1,資料整理與統計圖表,統計圖形、百分率、組距,資料整理與統計圖表-2,1600
94,9,3,5,統計資料處理,0,章節總複習,章節所有知識點,統計資料處理 （全）-1,1601
95,9,3,5,統計資料處理,0,章節總複習,章節所有知識點,統計資料處理 （全）-2,1602
96,9,4,1,數列與級數,1,等差數列,數列規律、等差數列判斷與性質、等差數列通項計算,等差數列-1,1603
97,9,4,1,數列與級數,1,等差數列,等差中項、等差數列應用、圖形排列數列,等差數列-2,1604
98,9,4,1,數列與級數,2,等差級數,等差級數定義、公差與項數、等差級數求和,等差級數-1,1605
99,9,4,1,數列與級數,2,等差級數,等差級數性質、等差級數應用,等差級數-2,1606
100,9,4,1,數列與級數,3,等比數列,等比數列判斷、公比概念、等比數列項,等比數列-1,1607
101,9,4,1,數列與級數,3,等比數列,等比中項、等比數列應用、等差與等比數列綜合,等比數列-2,1608
102,9,4,1,數列與級數,0,章節總複習,章節所有知識點,數列與級數 （全）-1,1609
103,9,4,1,數列與級數,0,章節總複習,章節所有知識點,數列與級數 （全）-2,1610
104,9,4,2,函數,1,函數與函數圖形,函數概念、函數關係式、函數值,函數與函數圖形-1,1611
105,9,4,2,函數,1,函數與函數圖形,線型函數類型、函數圖形,函數與函數圖形-2,1612
106,9,4,2,函數,1,函數與函數圖形,圖形交點、函數應用,函數與函數圖形-3,1613
107,9,4,2,函數,0,章節總複習,章節所有知識點,函數 （全）-1,1614
108,9,4,2,函數,0,章節總複習,章節所有知識點,函數 （全）-2,1615
109,9,4,3,三角形的基本性質,1,三角形與多邊形的內角與外角,三角形性質、多邊形內外角,三角形與多邊形的內角與外角-1,1616
110,9,4,3,三角形的基本性質,1,三角形與多邊形的內角與外角,多邊形對角線、角度基本概念,三角形與多邊形的內角與外角-2,1617
111,9,4,3,三角形的基本性質,2,尺規作圖,角平分線、中垂線、垂線,尺規作圖-1,1618
112,9,4,3,三角形的基本性質,2,尺規作圖,等線段與等角作圖、角度與線段關係,尺規作圖-2,1619
113,9,4,3,三角形的基本性質,3,三角形的全等性質,三角形全等判定、全等三角形對應性質,三角形的全等性質-1,1620
114,9,4,3,三角形的基本性質,3,三角形的全等性質,特殊三角形性質、尺規作圖,三角形的全等性質-2,1621
115,9,4,3,三角形的基本性質,4,中垂線與角平分線的性質,等腰三角形性質、線段中垂線性質、角平分線性質,中垂線與角平分線的性質-1,1622
116,9,4,3,三角形的基本性質,4,中垂線與角平分線的性質,三角形全等性質、畢氏定理、尺規作圖,中垂線與角平分線的性質-2,1623
117,9,4,3,三角形的基本性質,5,三角形的邊角關係,三角形邊長關係、三角形邊角關係、三角形外角定理,三角形的邊角關係-1,1624
118,9,4,3,三角形的基本性質,5,三角形的邊角關係,畢氏定理與三角形分類、三角形特殊線段性質,三角形的邊角關係-2,1625
119,9,4,3,三角形的基本性質,0,章節總複習,章節所有知識點,三角形的基本性質 （全）-1,1626
120,9,4,3,三角形的基本性質,0,章節總複習,章節所有知識點,三角形的基本性質 （全）-2,1627
121,9,4,4,平行與四邊形,1,平行,平行線與截線角度關係、三角形基本性質、角平分線,平行-1,1628
122,9,4,4,平行與四邊形,1,平行,直線間平行與垂直關係、圖形面積與比例,平行-2,1629
123,9,4,4,平行與四邊形,2,平行四邊形,平行四邊形性質、平行四邊形判別、平行四邊形周長與面積,平行四邊形-1,1630
124,9,4,4,平行與四邊形,2,平行四邊形,平行四邊形坐標、平行四邊形作圖,平行四邊形-2,1631
125,9,4,4,平行與四邊形,3,特殊四邊形的性質,特殊四邊形性質、四邊形對角線,特殊四邊形的性質-1,1632
126,9,4,4,平行與四邊形,3,特殊四邊形的性質,梯形中點連線、面積計算,特殊四邊形的性質-2,1633
127,9,4,4,平行與四邊形,0,章節總複習,章節所有知識點,平行與四邊形 （全）-1,1634
128,9,4,4,平行與四邊形,0,章節總複習,章節所有知識點,平行與四邊形 （全）-2,1635
129,10,5,1,相似形,1,連比例,連比例、比例應用、等比性質,連比例-1,1636
130,10,5,1,相似形,1,連比例,比例與公因倍數、幾何比例關係,連比例-2,1637
131,10,5,1,相似形,2,比例線段,相似三角形與平行線段比例、中點連線定理,比例線段-1,1638
132,10,5,1,相似形,2,比例線段,幾何圖形面積比例、尺規作圖,比例線段-2,1639
133,10,5,1,相似形,3,縮放與相似,圖形縮放、相似形判斷與性質、周長與面積關係,縮放與相似-1,1640
134,10,5,1,相似形,3,縮放與相似,三角形相似定理、相似形應用,縮放與相似-2,1641
135,10,5,1,相似形,4,相似三角形的應用,相似三角形、中點連線定理、面積比與周長比,相似三角形的應用-1,1642
136,10,5,1,相似形,4,相似三角形的應用,相似應用問題、特殊直角三角形、銳角三角比,相似三角形的應用-2,1643
137,10,5,1,相似形,0,章節總複習,章節所有知識點,相似形 （全）-1,1644
138,10,5,1,相似形,0,章節總複習,章節所有知識點,相似形 （全）-2,1645
139,10,5,2,圓,1,點、直線與圓之間的位置關係,點與圓的相對位置、圓與直線的相對位置、圓的切線性質,點、直線與圓之間的位置關係-1,1646
140,10,5,2,圓,1,點、直線與圓之間的位置關係,弦的性質、圓的面積與周長、扇形與弧長,點、直線與圓之間的位置關係-2,1647
141,10,5,2,圓,2,圓心角、圓周角與弧的關係,圓心角與圓周角、弧長與扇形面積,圓心角、圓周角與弧的關係-1,1648
142,10,5,2,圓,2,圓心角、圓周角與弧的關係,弦的性質、圓內接多邊形,圓心角、圓周角與弧的關係-2,1649
143,10,5,2,圓,0,章節總複習,章節所有知識點,圓 （全）-1,1650
144,10,5,2,圓,0,章節總複習,章節所有知識點,圓 （全）-2,1651
145,10,5,3,幾何與證明,1,證明與推理,三角形全等判定、相似三角形判定、梯形性質,證明與推理-1,1652
146,10,5,3,幾何與證明,1,證明與推理,中點性質、角平分線與中垂線性質、整數奇偶性與倍數因數,證明與推理-2,1653
147,10,5,3,幾何與證明,2,三角形的外心、內心與重心,三角形外心、三角形內心、三角形重心,三角形的外心、內心與重心-1,1654
148,10,5,3,幾何與證明,2,三角形的外心、內心與重心,三角形邊角關係、三角形面積計算,三角形的外心、內心與重心-2,1655
149,10,5,3,幾何與證明,0,章節總複習,章節所有知識點,幾何與證明 （全）-1,1656
150,10,5,3,幾何與證明,0,章節總複習,章節所有知識點,幾何與證明 （全）-2,1657
151,10,6,1,二次函數,1,二次函數的圖形與最大值、最小值,二次函數定義、圖形頂點、圖形開口,二次函數的圖形與最大值、最小值-1,1658
152,10,6,1,二次函數,1,二次函數的圖形與最大值、最小值,對稱軸、圖形平移,二次函數的圖形與最大值、最小值-2,1659
153,10,6,1,二次函數,1,二次函數的圖形與最大值、最小值,最大值最小值、二次函數應用,二次函數的圖形與最大值、最小值-3,1660
154,10,6,1,二次函數,0,章節總複習,章節所有知識點,二次函數 （全）-1,1661
155,10,6,1,二次函數,0,章節總複習,章節所有知識點,二次函數 （全）-2,1662
156,10,6,2,統計與機率,1,資料的分析,中位數、全距、四分位數與四分位距,資料的分析-1,1663
157,10,6,2,統計與機率,1,資料的分析,次數分配表、盒狀圖,資料的分析-2,1664
158,10,6,2,統計與機率,2,機率,機率定義與性質、樣本空間與事件、單一試驗機率計算,機率-1,1665
159,10,6,2,統計與機率,2,機率,複合試驗機率計算、大數法則,機率-2,1666
160,10,6,2,統計與機率,0,章節總複習,章節所有知識點,統計與機率 （全）-1,1667
161,10,6,2,統計與機率,0,章節總複習,章節所有知識點,統計與機率 （全）-2,1668
162,10,6,3,生活中的立體圖形,1,空間中的線、平面與形體,立體圖形種類與性質、立體圖形展開圖、立體圖形表面積計算,空間中的線、平面與形體-1,1669
163,10,6,3,生活中的立體圖形,1,空間中的線、平面與形體,立體圖形體積計算、空間直線與平面關係、三維空間距離計算,空間中的線、平面與形體-2,1670
164,10,6,3,生活中的立體圖形,0,章節總複習,章節所有知識點,生活中的立體圖形 （全）-1,1671
165,10,6,3,生活中的立體圖形,0,章節總複習,章節所有知識點,生活中的立體圖形 （全）-2,1672
