num,year_grade,book,chapter_num,chapter_name,section_num,section_name,knowledge_points,section_summary
16,8,第三冊,4,光學,5,光與顏色,光的色散、光的三原色、物體顏色、紅外光與紫外光,光的色散：牛頓發現陽光經 三稜鏡 會分成 紅、橙、黃、綠、藍、靛、紫，因為各色光在介質中速率不同，紅光波長最長、折射最小。光的三原色 為 紅、綠、藍，混合可形成白光。透明物體顏色取決於 透過的光，不透明物體則取決於 反射的光。紅外線 可用於 夜視、保溫，紫外線 可 殺菌、促進維生素 D 生成，但過量曝曬會傷害皮膚。
17,8,第三冊,5,熱學,1,溫度與溫度計,溫度計種類、測量原理、溫標、測量範圍,溫度 代表物體的 冷熱程度，可用 液體（膨脹）、氣體（體積變化） 測量。水銀溫度計 適用 高溫（-37℃～357℃），酒精溫度計 適用 低溫（-111℃～78℃）可加入染料觀測。額溫槍、耳溫槍：檢測紅外線輻射測溫。攝氏溫標 以 冰點 0℃、沸點 100℃，華氏溫標以 32℉、212℉ 為基準。體溫計底部狹窄設計可防止水銀回流。氣體溫度計靈敏度最高，水不適合作溫度計液體。轉換公式：C = 5/9(F - 32)，F = 9/5C + 32。
18,8,第三冊,5,熱學,2,熱量與比熱,熱量、熱平衡、比熱、單位換算,熱是能量並非物質，熱量是能量轉移的量，物體吸熱溫度上升，放熱溫度下降。熱量單位有卡、Kcal、焦耳，1卡=4.18J。熱平衡是溫度由高傳低直到相同。比熱是使1克物質升1°C所需熱量，水比熱最大，金屬比熱小。比熱大，溫度難變；比熱小，溫度易變。熱量計算公式H＝S×M×△T。兩物混合，平衡溫度介於兩者間。海水比熱大，沿海氣溫穩定，沙子比熱小，白天沙灘熱、晚上冷。工廠與汽車用水冷卻因其比熱大，吸熱能力強。
19,8,第三冊,5,熱學,3,熱的傳播方式,傳導、對流、輻射、生活應用,傳導：熱量透過接觸傳遞，主要發生在固體，如金屬導熱快、木頭導熱慢。對流：流體（氣體或液體）因密度變化產生流動，如暖空氣上升、冷空氣下降。輻射：熱能不需介質即可傳播，如太陽輻射加熱地球，深色物體吸熱較快。應用：鍋具導熱、保溫瓶阻擋熱流、白色建築減少吸熱。
20,8,第三冊,5,熱學,4,熱對物質的影響,物理變化、化學變化、熱脹冷縮、水的特殊現象,物體吸熱或放熱可能引起物理變化（體積膨脹、三態變化）或化學變化（燃燒、生食變成熟）。熱脹冷縮規律為氣體 > 液體 > 固體，但水在4°C時密度最大、升降溫皆膨脹，應用於鐵軌預留伸縮縫。物體受熱後體積大多膨脹，稱為熱脹冷縮，少數如青銅是熱縮冷脹。氣體熱脹程度最大，其次為液體，再來是固體。溫度計、鐵軌、橋梁伸縮縫等都利用熱脹冷縮原理。狀態改變則受溫度與壓力影響，樟腦、碘、乾冰能昇華。冰鹽混合可製冷至-21.2°C。熔化與汽化皆需吸熱，但溫度維持不變。酸鹼稀釋與中和皆為放熱反應。汽化包括蒸發與沸騰，蒸發發生於表面，沸騰發生於整體，並產生大量氣泡。蠟燭燃燒先經物理變化吸熱，後發生化學變化放熱。
21,8,第三冊,6,元素與原子,1,元素與化合物,純物質、元素、化合物、混合物,元素 定義：無法以普通化學方法再分解為更簡單的物質。例子：金、銅、白金、水銀、氫氣、氧氣、氬氣。化合物 定義：由兩種或兩種以上元素，以固定比例化合而成。例子：水、冰糖、食鹽、酒精、二氧化碳、葡萄糖。混合物 兩種以上純物質任意比例混合，沒有一定的性質，但各成分仍保有原物質特性。例：空氣、酒、糖水、食鹽水、不鏽鋼。。分離方法：溶解、過濾、蒸發結晶、蒸餾、分餾。分離原理：溶解度差異、顆粒大小差異、沸點差異。純物質與混合物的比較 純物質：有固定熔點、沸點。混合物：沒有一定的性質。
22,8,第三冊,6,元素與原子,2,認識元素,元素的命名、常見金屬元素、常見非金屬元素、常見氣體,金屬元素：大多數為銀灰色，導電、導熱性佳，有延展性，金：金色，活性小，常用於飾品、導線、抗腐蝕。銀：導電導熱性最強，應用於飾品、餐具、鏡面塗層。銅：紅棕色，導電性次於銀，製作電線、合金（黃銅、青銅）。鐵：含碳量影響特性，生鐵＞鋼＞熟鐵，廣泛用於建築與機械。鋁：密度小，抗氧化，常用於鋁合金、筆電外殼。鎢：熔點最高，作為燈絲。非金屬元素：電與熱的不良導體，無延展性，多為氣體或固體，矽：地殼中含量第二高，應用於玻璃、半導體。磷：白磷易燃，紅磷用於火柴與煙火。碳：鑽石、石墨。
23,8,第三冊,6,元素與原子,3,物質結構與原子,原子結構、質子、中子、電子,原子基本結構：原子由帶正電的質子、不帶電的中子、帶負電的電子組成。質量數 = 質子數 + 中子數。原子序：原子序等於質子數，決定元素的化學性質。電中性原子的質子數 = 電子數。電子排列：電子受到原子核吸引，在軌域中運動。原子質量大多集中於原子核，佔99.99%。質子數相同但中子數不同的稱為同位素。
24,8,第三冊,6,元素與原子,4,週期表,元素分類、族與週期、原子序,週期表按照原子序遞增排列，元素性質呈現規律性，具週期性。具有相似性質的元素排列在同一族，形成同族元素，化學性質相近。同族元素分類與性質：鹼金族（第1族）：如鈉（Na）、鉀（K），與水劇烈反應產生氫氣，具高活性，需儲存於礦物油中。鹼土族（第2族）：如鈣（Ca）、鎂（Mg）、鋇（Ba），與硫酸或碳酸反應產生白色沉澱，氧化物溶於水呈鹼性。鹵素（第17族）：如氟（F）、氯（Cl）、溴（Br）、碘（I），多具毒性，氟為氣態，溴為液態，碘為固態。惰性氣體（第18族）：如氦（He）、氖（Ne）、氬（Ar），化學性質穩定，以單原子形式存在，常用於燈泡與填充氣體。重點背誦原子序1~20的原子英文符號。以及常見離子價數。
25,8,第三冊,6,元素與原子,5,分子與化學式,分子種類、化學式、實驗式、示性式、結構式,分子種類：單原子分子：如惰性氣體(He、Ne)。雙原子分子：如氧氣(O₂)、氫氣(H₂)。多原子分子：如水(H₂O)、臭氧(O₃)。化學式表示方式：化學式是一種表示物質組成的方法，分為以下幾種：分子式 ：完整顯示分子內各元素的原子數，例如水 (H₂O) 由兩個氫原子與一個氧原子組成，二氧化碳 (CO₂) 由一個碳原子與兩個氧原子組成。實驗式 ：表示分子內各元素的最簡整數比，例如葡萄糖的分子式為 C₆H₁₂O₆，但其實驗式為 CH₂O，因為碳、氫、氧的比例可簡化為 1:2:1。示性式 ：強調分子的官能基與結構特徵，例如醋酸 (C₂H₄O₂) 可寫為 CH₃COOH。結構式：顯示分子內原子的排列方式與鍵結情況，例如水的結構式可寫為 H—O—H。
